 Loan_ID, Nos_Dep, Education, Self_employed, Annual_income, Loan_amount, Loan_Term, Cibil_score, Residential_assets_value, Commercial_assets_value, Luxury_assets_value, Bank_asset_value, Loan_status
2407,4, Not Graduate, No,8600000,26700000,10,895,2200000,8800000,22600000,6900000,1
2408,2, Graduate, No,2900000,10500000,20,708,4200000,600000,7700000,4300000,1
2409,5, Not Graduate, No,2400000,5100000,6,756,1500000,200000,,3400000,1
2410,4, Graduate, No,5600000,,4,719,5600000,2900000,14500000,3400000,1
2411,1, Graduate,nan,9500000,35400000,14,439,400000,1200000,20200000,13500000,0
2412,4, Not Graduate, Yes,5900000,16500000,2,765,13000000,9400000,20000000,3500000,1
2413,5, Graduate, Yes,500000,1500000,4,476,200000,200000,1100000,700000,1
2414,3, Graduate, No,7000000,21700000,14,781,5400000,8500000,19300000,9600000,1
2415,0, Graduate, No,5200000,12200000,16,783,5000000,2000000,11400000,5100000,1
2416,3, Graduate, Yes,6300000,19900000,12,770,1900000,2400000,15500000,3100000,1
2417,2, Not Graduate, No,8400000,28300000,10,822,1800000,16000000,33000000,4400000,1
2418,2, Graduate, No,3300000,13000000,16,300,5500000,5900000,7400000,3100000,0
2419,2, Not Graduate, No,8800000,22400000,14,692,21700000,5100000,18600000,10900000,1
2420,5, Graduate, No,200000,700000,18,707,-100000,100000,500000,200000,1
2421,3, Graduate, No,1000000,4000000,6,625,700000,100000,2800000,500000,1
2422,1, Graduate, No,9400000,26700000,10,343,7600000,2500000,28600000,13200000,0
2423,5, Graduate, No,2100000,7300000,18,358,3700000,3200000,7200000,2200000,0
2424,3, Graduate, No,8800000,33700000,12,397,17300000,16000000,22200000,8800000,0
2425,0, Graduate, Yes,7200000,21900000,4,446,17700000,10900000,24500000,7600000,1
2426,2, Not Graduate, Yes,2500000,7200000,16,315,5500000,3300000,4900000,2800000,0
2427,5, Not Graduate, Yes,6900000,15700000,14,887,13800000,5300000,,4500000,1
2428,5, Graduate, Yes,5700000,20500000,16,429,2800000,1900000,22400000,3900000,0
2429,4, Graduate, Yes,5500000,15100000,18,673,10500000,8000000,13900000,7200000,1
2430,4, Not Graduate, Yes,9200000,29100000,10,731,14500000,8300000,35800000,5000000,1
2431,5, Graduate, Yes,5700000,,2,732,15800000,3700000,15600000,5300000,1
2432,5, Graduate, Yes,5000000,16400000,14,525,13000000,9100000,15300000,3300000,0
2433,4, Not Graduate, No,2300000,5500000,6,343,-100000,4100000,4800000,3200000,0
2434,0, Not Graduate, Yes,3000000,11000000,16,331,8000000,4500000,6600000,2400000,0
2435,2, Graduate, No,2000000,6200000,16,696,4100000,600000,5400000,1300000,1
2436,5, Not Graduate, No,2700000,8700000,14,772,2200000,2800000,7600000,3700000,1
2437,0, Not Graduate, Yes,8200000,19100000,2,764,22900000,8900000,20500000,4000000,1
2438,1, Graduate, No,2800000,6900000,14,553,400000,4900000,6800000,4200000,1
2439,1, Not Graduate, No,8900000,20000000,2,653,12700000,600000,17800000,9900000,1
2440,1, Not Graduate, No,5100000,20000000,4,506,7900000,8900000,20300000,6700000,1
2441,3, Graduate, No,2800000,8500000,20,431,6200000,1700000,7800000,2200000,0
2442,2, Not Graduate, Yes,6100000,12300000,18,697,14100000,9100000,12600000,3500000,1
2443,2, Not Graduate, No,8400000,24500000,6,588,11000000,1300000,22900000,10400000,1
2444,3, Not Graduate,nan,5600000,11600000,12,756,3300000,1800000,18400000,7800000,1
2445,3, Not Graduate, No,3700000,13400000,18,373,2800000,100000,13200000,2500000,0
2446,4, Graduate, No,8100000,28100000,12,672,5600000,9200000,17200000,9500000,1
2447,2, Graduate, Yes,2700000,9500000,10,434,2700000,1500000,8100000,1800000,0
2448,2, Not Graduate, Yes,7000000,21400000,12,541,3700000,1300000,19800000,9600000,0
2449,3, Not Graduate, Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000,1
2450,1, Graduate, No,3200000,7600000,4,592,3000000,1400000,8100000,4700000,1
2451,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000,1
2452,1, Graduate, No,7800000,23900000,4,313,2600000,15300000,23000000,10900000,1
2453,0, Not Graduate, No,5800000,19600000,14,673,8900000,10700000,18000000,7200000,1
2454,0, Not Graduate, Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000,0
2455,5, Not Graduate, No,5400000,,12,661,15800000,10400000,20100000,5400000,1
2456,3, Graduate, Yes,600000,1700000,4,576,400000,100000,2100000,500000,1
2457,1, Graduate, No,600000,1200000,14,443,700000,1000000,2200000,800000,0
2458,5, Graduate, Yes,9500000,21700000,16,307,27500000,2700000,28500000,9700000,0
2459,5, Not Graduate, No,4900000,14100000,2,802,3300000,7500000,16100000,2700000,1
2460,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000,1
2461,4, Not Graduate, Yes,3900000,8900000,10,665,9300000,4000000,,5300000,1
2462,2, Graduate, No,9000000,35700000,12,339,15200000,8400000,19500000,9000000,0
2463,1, Not Graduate, No,9600000,32400000,20,447,15400000,18400000,19800000,4700000,0
2464,5, Not Graduate, Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000,1
2465,5, Graduate, No,2800000,7200000,16,424,900000,5000000,6100000,3200000,0
2466,2, Not Graduate, No,8300000,20800000,6,667,19300000,4100000,25400000,6800000,1
2467,4, Not Graduate,,6900000,18300000,18,715,8200000,600000,15000000,7500000,1
2468,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000,1
2469,2, Not Graduate, No,8000000,17800000,20,549,2400000,9700000,27400000,10800000,0
2470,4, Graduate, Yes,9800000,29700000,4,373,11100000,5500000,37800000,10000000,1
2471,0, Graduate, Yes,2900000,7200000,16,332,3600000,5700000,7600000,3600000,0
2472,3, Not Graduate, No,4600000,17900000,8,396,10700000,4000000,12300000,2600000,0
2473,2, Graduate, No,1000000,3700000,18,892,2200000,800000,3000000,500000,1
2474,5, Graduate, No,9000000,21300000,14,602,3400000,7700000,35400000,11000000,1
2475,0, Graduate, Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000,1
2476,5, Graduate, Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000,0
2477,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000,0
2478,0, Not Graduate,nan,1300000,3400000,10,464,1200000,200000,3500000,1400000,0
2479,0, Graduate, Yes,1100000,3400000,14,832,3200000,200000,,1600000,1
2480,5, Graduate, No,9200000,34800000,12,802,22000000,11000000,19800000,12500000,1
2481,4, Graduate,nan,5100000,18800000,10,694,6400000,5300000,13500000,4100000,1
2482,1, Not Graduate, Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000,1
2483,1, Not Graduate, Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000,1
2484,1, Graduate, No,5600000,11700000,10,774,11000000,4300000,13100000,6500000,1
2485,4, Not Graduate, No,7400000,18300000,10,601,16400000,12600000,28800000,6100000,1
2486,4, Graduate, Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000,1
2487,5, Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000,0
2488,0, Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000,1
2489,2, Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000,1
2490,2, Not Graduate,nan,1700000,3500000,10,854,5000000,2400000,3400000,1700000,1
2491,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000,0
2492,1, Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000,1
2493,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000,1
2494,3, Graduate, No,1400000,3500000,16,365,2600000,2200000,2900000,1600000,0
2495,4, Not Graduate, Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000,0
2496,1, Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000,1
2497,5, Graduate, Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000,0
2498,4, Not Graduate, Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000,0
2499,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000,1
2500,4, Not Graduate, No,8400000,29000000,2,463,12700000,1100000,20100000,6700000,1
2501,1, Not Graduate, Yes,9000000,,16,842,6300000,16900000,22900000,5800000,1
2502,4, Graduate, Yes,3400000,11800000,,616,5000000,3300000,9900000,2900000,1
2503,1, Not Graduate,,5400000,19400000,8,800,800000,6100000,19500000,3000000,1
2504,0, Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000,1
2505,2, Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000,1
2506,2, Not Graduate, No,5000000,,12,837,2200000,7200000,11700000,4800000,1
2507,5, Graduate, No,8300000,31800000,16,858,24600000,11100000,26300000,8500000,1
2508,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000,1
2509,2, Graduate, Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000,1
2510,4, Graduate, Yes,2800000,,8,875,6900000,4000000,6000000,3300000,1
2511,5, Graduate, Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000,0
2512,5, Graduate, Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000,0
2513,4, Graduate, No,8700000,25200000,18,790,25000000,9100000,18400000,8400000,1
2514,1, Not Graduate,,5400000,13600000,4,821,11600000,8700000,19900000,5600000,1
2515,2, Not Graduate, No,8600000,33300000,16,375,19600000,11200000,25500000,11200000,0
2516,5, Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000,1
2517,0, Graduate, No,6400000,14000000,8,486,5100000,12700000,,3700000,0
2518,0, Graduate, No,4300000,9900000,4,696,12400000,2100000,17000000,2100000,1
2519,5, Not Graduate, Yes,2900000,11100000,4,683,1700000,3900000,9400000,3300000,1
2520,5, Not Graduate, No,9600000,27100000,8,594,25500000,4600000,26800000,13300000,1
2521,3, Not Graduate, Yes,900000,2500000,20,529,900000,300000,3200000,700000,0
2522,0, Not Graduate, Yes,8800000,25000000,4,400,11300000,4000000,23600000,9400000,0
2523,2, Graduate, No,2900000,6600000,10,326,8600000,2200000,7400000,3400000,0
2524,5, Graduate, No,1600000,6100000,8,663,3900000,800000,6400000,1200000,1
2525,1, Not Graduate, No,1600000,5100000,18,729,2500000,2000000,6200000,900000,1
2526,3, Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000,1
2527,1, Graduate, Yes,9700000,34300000,20,756,15700000,18500000,26800000,14100000,1
2528,4, Graduate, No,2300000,5400000,16,490,6200000,3700000,,2100000,0
2529,1, Not Graduate, Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000,0
2530,2, Not Graduate, Yes,4500000,16600000,4,679,10300000,3100000,11700000,5000000,1
2531,1, Graduate, Yes,500000,1800000,8,877,100000,200000,1100000,600000,1
2532,1, Not Graduate, No,9100000,23300000,18,792,800000,12600000,32100000,12400000,1
2533,0, Graduate, No,9100000,27100000,12,787,24300000,2900000,34800000,9500000,1
2534,3, Graduate, Yes,500000,900000,12,538,0,700000,1500000,300000,0
2535,4, Not Graduate, No,6900000,18000000,8,347,16400000,9300000,18300000,8700000,0
2536,0, Graduate, Yes,1800000,5200000,16,317,4900000,1500000,,1300000,0
2537,1, Not Graduate, No,3900000,12300000,10,683,1000000,700000,11700000,2400000,1
2538,5, Graduate, No,900000,3200000,10,803,1600000,1700000,2300000,800000,1
2539,5, Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000,1
2540,1, Graduate, No,3700000,8700000,20,885,6200000,3500000,10900000,2600000,1
2541,3, Graduate, Yes,1000000,2600000,6,341,2900000,1700000,,1100000,0
2542,1, Not Graduate, No,6000000,20000000,12,637,10800000,4300000,20000000,8600000,1
2543,1, Graduate,nan,1700000,6700000,16,537,4300000,2900000,3500000,1100000,0
2544,5, Not Graduate, Yes,1700000,4600000,12,503,900000,2200000,4800000,1200000,0
2545,1, Graduate, No,7100000,14300000,12,720,4600000,500000,27300000,8400000,1
2546,1, Graduate, No,8300000,31800000,16,818,23400000,7400000,32200000,8500000,1
2547,1, Graduate, Yes,6500000,14800000,12,360,3500000,2100000,,7300000,0
2548,3, Graduate, Yes,8100000,26700000,10,895,5100000,9800000,,9900000,1
2549,3, Graduate, Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000,0
2550,5, Not Graduate, No,3200000,,6,656,7000000,3200000,12700000,4200000,1
2551,0, Not Graduate, No,7500000,28700000,2,895,2000000,4100000,21500000,7200000,1
2552,3, Graduate,nan,4900000,12800000,14,653,7300000,1000000,13000000,7200000,1
2553,1, Not Graduate, Yes,700000,1800000,16,641,2100000,400000,1600000,900000,1
2554,5, Graduate, Yes,3600000,12500000,12,795,10600000,2700000,,4800000,1
2555,0, Not Graduate, No,9800000,20100000,16,606,6200000,800000,37300000,8700000,1
2556,1, Not Graduate,,5100000,14200000,6,451,6100000,7600000,11400000,5600000,0
2557,5, Graduate, No,1200000,2400000,14,495,1800000,1800000,4100000,1300000,0
2558,5, Not Graduate,nan,4700000,11800000,4,639,3600000,700000,9400000,5500000,1
2559,5, Graduate, No,4200000,12500000,18,723,1200000,300000,12900000,6100000,1
2560,4, Graduate, No,9300000,26100000,16,623,11700000,10500000,21100000,10700000,1
2561,3, Not Graduate, Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000,0
2562,2, Graduate, No,6200000,16900000,12,754,2300000,4200000,15300000,7900000,1
2563,0, Graduate, No,8900000,21600000,10,552,2300000,9900000,20700000,11900000,1
2564,4, Not Graduate, Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000,1
2565,1, Graduate,,3500000,10800000,14,632,6900000,1500000,10900000,4200000,1
2566,2, Graduate, No,5300000,16700000,18,339,4600000,3300000,12000000,4100000,0
2567,4, Not Graduate, No,4400000,17200000,4,563,4100000,3700000,12700000,2900000,1
2568,5, Not Graduate, No,2800000,8200000,14,615,7400000,3300000,6700000,2700000,1
2569,3, Not Graduate, No,1300000,3300000,8,795,1400000,800000,4600000,1600000,1
2570,5, Graduate, Yes,5300000,14000000,6,633,11800000,4500000,12800000,6100000,1
2571,2, Graduate, No,6000000,13900000,4,533,3000000,9600000,14600000,4100000,0
2572,2, Not Graduate, Yes,2100000,6800000,12,795,6100000,1900000,7200000,2400000,1
2573,0, Not Graduate, No,4300000,11000000,4,374,7100000,7300000,9300000,4700000,0
2574,, Not Graduate, Yes,7300000,22900000,12,848,6300000,2900000,28500000,4100000,1
2575,2, Graduate, No,5200000,16200000,12,890,10500000,9600000,15800000,3900000,1
2576,3, Graduate, No,4700000,9800000,14,444,8200000,300000,,3800000,0
2577,1, Not Graduate, Yes,6000000,20300000,14,845,5000000,7800000,23700000,8700000,1
2578,4, Graduate, No,4800000,10800000,12,833,3000000,4000000,16400000,7100000,1
2579,1, Graduate,,1800000,4000000,16,747,700000,200000,4600000,900000,1
2580,, Graduate, No,3000000,7000000,,588,5300000,3400000,11900000,3400000,1
2581,4, Not Graduate, No,7700000,,20,582,9800000,6600000,29100000,6500000,1
2582,4, Not Graduate, No,4200000,9400000,4,726,10000000,8100000,16100000,5500000,1
2583,4, Graduate, Yes,8000000,31200000,6,482,19800000,11500000,22200000,5700000,0
2584,1, Graduate, No,800000,2400000,16,872,2400000,1200000,1900000,900000,1
2585,2, Graduate, Yes,6100000,22300000,8,694,16200000,10900000,22900000,7200000,1
2586,3, Graduate, Yes,8500000,30800000,20,448,23000000,1400000,22900000,7900000,0
2587,3, Not Graduate, No,8700000,17900000,12,897,16400000,3500000,31600000,12500000,1
2588,0, Graduate, No,2700000,7500000,6,832,7700000,1200000,10000000,2500000,1
2589,1, Not Graduate, Yes,2300000,5500000,6,861,1600000,1200000,4700000,1700000,1
2590,0, Graduate, No,7500000,15900000,2,535,17500000,5700000,23600000,4500000,0
2591,0, Graduate, Yes,4700000,16200000,16,317,12700000,400000,9400000,2500000,0
2592,1, Graduate, No,6900000,19500000,2,809,6100000,10600000,22900000,9300000,1
2593,3, Not Graduate,nan,2400000,8200000,10,531,6800000,1900000,5700000,2000000,0
2594,1, Not Graduate, Yes,1600000,4800000,14,544,2200000,200000,6200000,1200000,0
2595,0, Not Graduate, No,3700000,12700000,14,797,1300000,1100000,12300000,3700000,1
2596,1, Not Graduate, No,3200000,12000000,16,597,6800000,1900000,7700000,2200000,1
2597,2, Not Graduate, Yes,7000000,22500000,,632,12500000,4600000,20400000,4900000,1
2598,4, Graduate,,6900000,16500000,8,426,3900000,5200000,18300000,9000000,0
2599,, Not Graduate, No,9000000,26500000,8,533,17100000,12400000,27800000,6000000,0
2600,1, Not Graduate, No,6900000,22700000,16,394,3800000,4300000,27400000,8700000,0
2601,0, Graduate, No,7500000,25100000,14,877,21000000,11400000,16900000,10700000,1
2602,5, Not Graduate,,9200000,28000000,8,527,18700000,7700000,24400000,6400000,0
2603,1, Graduate, No,4600000,12700000,8,468,10400000,0,14500000,3900000,0
2604,4, Graduate, Yes,5000000,19600000,18,611,13400000,4400000,14400000,4600000,1
2605,1, Not Graduate, No,5300000,17800000,12,889,15300000,500000,14900000,6800000,1
2606,4, Not Graduate, No,200000,500000,16,765,600000,100000,600000,100000,1
2607,3, Graduate, Yes,9000000,18600000,16,518,18400000,17600000,28900000,10300000,0
2608,2, Not Graduate, No,700000,2300000,8,663,700000,500000,2800000,1000000,1
2609,0, Graduate, No,2500000,8900000,2,662,4000000,2100000,9700000,3000000,1
2610,4, Graduate,,1000000,3900000,10,701,2200000,1000000,4000000,900000,1
2611,4, Not Graduate, Yes,9200000,30100000,6,632,23700000,6600000,34200000,6200000,1
2612,3, Graduate, Yes,2200000,4400000,2,861,1300000,2600000,4500000,2300000,1
2613,0, Graduate, Yes,5500000,18200000,4,332,8100000,4000000,16400000,5600000,1
2614,2, Not Graduate, No,4300000,8800000,6,512,7200000,6500000,16900000,2700000,0
2615,0, Not Graduate, No,3800000,13300000,6,655,9600000,0,8600000,2600000,1
2616,3, Not Graduate, No,8700000,24700000,8,369,4000000,800000,,4800000,0
2617,1, Not Graduate, No,9100000,24000000,20,353,25100000,9200000,26100000,10900000,0
2618,0, Not Graduate, Yes,1200000,3000000,4,827,3200000,600000,2300000,1500000,1
2619,1, Not Graduate,nan,5000000,16900000,12,517,2200000,1500000,,5400000,0
2620,5, Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000,1
2621,2, Not Graduate, Yes,7000000,23800000,10,689,8400000,5400000,15700000,7800000,1
2622,1, Graduate, No,4100000,9100000,20,550,9900000,5200000,10800000,4800000,1
2623,0, Graduate, Yes,5300000,12900000,20,826,15500000,6800000,12000000,5200000,1
2624,1, Not Graduate, No,7300000,19200000,14,599,18400000,5400000,15900000,3700000,1
2625,1, Graduate, No,6500000,18500000,16,815,6300000,10000000,,4000000,1
2626,3, Not Graduate, Yes,5200000,15000000,20,432,6900000,5000000,15600000,5100000,0
2627,4, Not Graduate, Yes,2800000,9200000,18,442,5800000,4800000,8400000,1300000,0
2628,2, Graduate,nan,3000000,6500000,4,476,7900000,300000,9400000,1500000,0
2629,4, Graduate, No,9300000,34900000,6,837,27400000,800000,21400000,8500000,1
2630,3, Not Graduate, Yes,5100000,18000000,6,510,13400000,6600000,17200000,7600000,0
2631,4, Not Graduate,nan,4300000,16100000,18,849,3800000,6600000,,6400000,1
2632,2, Graduate, No,6500000,16200000,10,809,14000000,4700000,13200000,8600000,1
2633,3, Not Graduate, No,6400000,23000000,8,520,12100000,11400000,16000000,3800000,0
2634,2, Not Graduate, No,7400000,22500000,16,834,6400000,12600000,15700000,6000000,1
2635,4, Graduate, No,8700000,32100000,8,397,8900000,17000000,34700000,4800000,0
2636,0, Not Graduate, No,9200000,24700000,14,438,4800000,16000000,20600000,10700000,0
2637,1, Graduate, Yes,6200000,19700000,18,820,11200000,3400000,15600000,4700000,1
2638,1, Not Graduate, No,1200000,4600000,20,323,2000000,1700000,2600000,1400000,0
